No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
848,WISEA J201150.78-562930.9,20h11m50.7826s,-56d29m30.949s,302.9615943,-56.4919303,G,82403.95293046,0.27487,SLS,21.1180537118995,3,0,12,3,2,0,0,0,0,0
849,WISEA J201013.90-565953.6,20h10m13.9224s,-56d59m53.448s,302.55801,-56.99818,G,29397.64843148,0.09806,SLS,21.1396397685666,3,0,16,4,2,0,0,0,0,0
851,WISEA J201233.11-562845.8,20h12m33.1183s,-56d28m45.866s,303.1379929,-56.4794074,G,17667.069342398,0.058931,UUN,21.155282459896,6,0,18,5,4,0,0,0,0,0
852,[FBC2017] J201308.0-571028.5,20h13m08.0000s,-57d10m28.500s,303.283333333333,-57.1745833333333,G,92935.66198,0.31,PUN,21.1827995668829,1,0,0,1,1,0,0,0,0,0
853,WISEA J201307.45-571029.8,20h13m07.4424s,-57d10m29.640s,303.28101,-57.1749,G,62785.53447894,0.20943,SLS,21.1830818387697,3,0,12,3,2,0,0,0,0,0
854,WISEA J201044.86-570528.0,20h10m44.8968s,-57d05m27.852s,302.68707,-57.09107,G,29364.6712611,0.09795,SLS,21.1873328237541,3,0,12,3,2,0,0,0,0,0
855,WISEA J201008.87-564122.9,20h10m08.8992s,-56d41m23.064s,302.53708,-56.68974,IrS,13976.32439196,0.04662,SLS,21.1970355014031,2,0,12,3,2,0,0,0,0,0
856,WINGS J201016.11-570032.9,20h10m16.1064s,-57d00m32.940s,302.56711,-57.00915,G,70897.91839242,0.23649,SLS,21.1973303880943,1,0,0,1,1,0,0,0,0,0
857,WINGS J201239.20-571105.1,20h12m39.1992s,-57d11m05.136s,303.16333,-57.18476,G,17199.09331546,0.05737,SLS,21.2020298041538,2,0,0,2,2,0,0,0,0,0
858,[FBC2017] J201152.1-571028.6,20h11m52.1000s,-57d10m28.600s,302.967083333333,-57.1746111111111,G,83941.88824,0.28,PUN,21.2142802252221,1,0,0,1,1,0,0,0,0,0
859,[FBC2017] J201115.3-570833.4,20h11m15.3000s,-57d08m33.400s,302.81375,-57.1426111111111,G,104927.3603,0.35,PUN,21.2687689942687,1,0,0,1,1,0,0,0,0,0
861,WISEA J201034.65-570410.5,20h10m34.6537s,-57d04m10.566s,302.6443904,-57.0696018,G,30662.77260424,0.10228,SLS,21.2789319311779,5,0,18,6,1,0,0,0,0,0
862,WISEA J201303.35-571044.5,20h13m03.3514s,-57d10m44.521s,303.2639645,-57.1790337,G,30042.20221618,0.10021,SLS,21.3001688059615,2,0,12,2,1,0,0,0,0,0
864,WISEA J201123.17-563043.3,20h11m23.1772s,-56d30m43.308s,302.846572,-56.51203,G,16074.87159796,0.05362,SLS,21.3061881516424,2,0,17,3,1,0,0,0,0,0
865,WISEA J201500.92-564421.9,20h15m00.9144s,-56d44m22.128s,303.75381,-56.73948,G,15841.03348072,0.05284,SLS,21.332152586782,4,0,12,4,3,0,0,0,0,0
866,[FBC2017] J201326.0-570953.7,20h13m26.0000s,-57d09m53.700s,303.358333333333,-57.1649166666667,G,89937.7374,0.3,PUN,21.3598570866592,1,0,0,1,1,0,0,0,0,0
867,2MFGC 15388,20h13m05.5560s,-57d10m44.198s,303.27315,-57.178944,G,17205.9883920978,0.0573929995,SUN,21.3599542286588,16,0,18,6,6,2,4,2,1,0
868,WISEA J201000.14-564411.8,20h10m00.1464s,-56d44m11.823s,302.50061,-56.7366175,G,81072.87441694,0.27043,SLS,21.3701964300672,2,0,12,2,1,0,0,0,0,0
869,WISEA J201011.53-564014.8,20h10m11.4480s,-56d40m14.412s,302.5477,-56.67067,IrS,17534.86086842,0.05849,SLS,21.375227444784,2,0,12,3,2,0,0,0,0,0
870,WISEA J201043.82-570536.0,20h10m43.8201s,-57d05m36.068s,302.6825841,-57.0933523,G,32878.23886886,0.10967,SLS,21.3872099297192,2,0,12,2,1,0,0,0,0,0
872,WISEA J201000.71-565615.5,20h10m00.7191s,-56d56m15.578s,302.5029963,-56.9376608,G,18536.16767814,0.06183,SLS,21.4179308718109,8,0,27,6,4,2,0,0,2,0
873,[FBC2017] J201119.4-570901.5,20h11m19.4000s,-57d09m01.500s,302.830833333333,-57.1504166666667,G,80943.96366,0.27,PUN,21.4217575076723,1,0,0,1,1,0,0,0,0,0
874,WINGS J201211.89-562838.6,20h12m11.8944s,-56d28m38.568s,303.04956,-56.47738,G,17624.79860582,0.05879,SLS,21.4269564858594,1,0,0,1,1,0,0,0,0,0
875,WISEA J201417.31-570541.1,20h14m17.3192s,-57d05m41.158s,303.5721636,-57.0947661,G,15523.25347524,0.05178,SLS,21.4621967369894,4,0,18,5,3,0,0,0,0,0
876,[FBC2017] J201312.1-571037.8,20h13m12.1000s,-57d10m37.800s,303.300416666667,-57.1771666666667,G,101929.43572,0.34,PUN,21.4736396392775,1,0,0,1,1,0,0,0,0,0
877,ABELL 3667:[SCS92] 186,20h15m07.5753s,-56d49m16.854s,303.78156384492,-56.82134850179,G,17673.0656712259,0.0589510016,SUN,21.4962049261988,1,0,0,1,1,0,0,0,1,0
878,2MASS J20150693-5647567,20h15m06.9576s,-56d47m56.904s,303.77899,-56.79914,IrS,16431.62462298,0.05481,SLS,21.4989334214259,2,0,5,3,2,0,0,0,0,0
879,WISEA J201059.08-563227.3,20h10m59.0928s,-56d32m27.384s,302.74622,-56.54094,IrS,60522.10142104,0.20188,SLS,21.5029615388154,1,0,12,2,1,0,0,0,0,0
880,WISEA J201039.18-570510.9,20h10m39.1848s,-57d05m10.860s,302.66327,-57.08635,G,15838.03555614,0.05283,SLS,21.522653198944,4,0,12,4,3,0,0,0,0,0
881,WISEA J201312.43-571040.1,20h13m12.4359s,-57d10m40.141s,303.3018165,-57.1778171,IrS,86939.81282,0.29,PUN,21.5233601354442,1,0,12,2,1,0,0,0,0,0
882,WISEA J201209.01-571114.9,20h12m09.0103s,-57d11m14.910s,303.0375429,-57.187475,IrS,98931.51114,0.33,PUN,21.5314674307686,1,0,12,2,1,0,0,0,0,0
883,WISEA J201332.28-563007.0,20h13m32.2344s,-56d30m06.804s,303.38431,-56.50189,G,35927.12816672,0.11984,SLS,21.5428049788141,3,0,12,3,2,0,0,0,0,0
884,MRSS 186-282554,20h11m06.4248s,-57d08m10.017s,302.77677,-57.13611583333,G,110923.20946,0.37,PUN,21.546031186378,2,0,0,2,1,0,0,0,0,0
885,WISEA J201108.06-570819.3,20h11m08.0659s,-57d08m19.383s,302.7836079,-57.1387177,IrS,92935.66198,0.31,PUN,21.5609570002034,1,0,12,2,1,0,0,0,0,0
886,WISEA J201034.15-570432.0,20h10m34.1577s,-57d04m32.013s,302.6423238,-57.0755592,G,29211.77710752,0.09744,SLS,21.568841115223,6,0,27,6,2,2,0,0,1,0
887,WISEA J201000.02-564336.7,20h09m59.8968s,-56d43m36.804s,302.49957,-56.72689,IrS,16215.77405322,0.05409,SLS,21.5689916678171,1,0,12,2,1,0,0,0,0,0
889,WISEA J201445.53-570111.1,20h14m45.5363s,-57d01m11.168s,303.6897346,-57.0197689,G,69111.15534274,0.23053,SLS,21.5964895177827,2,0,12,2,1,0,0,0,0,0
890,WISEA J201104.81-563147.7,20h11m04.8119s,-56d31m47.756s,302.7700498,-56.5299324,G,16195.987750992,0.054024,UUN,21.6060886111102,9,0,19,5,4,0,0,0,0,0
891,WISEA J201100.80-570746.1,20h11m00.8033s,-57d07m46.115s,302.7533472,-57.1294764,IrS,110923.20946,0.37,PUN,21.633349125169,1,0,12,2,1,0,0,0,0,0
892,WISEA J201056.70-563231.6,20h10m56.7097s,-56d32m31.608s,302.7362906,-56.5421135,G,14075.2559031,0.04695,SLS,21.6388216172491,2,0,17,3,1,0,0,0,0,0
895,WISEA J201016.19-563828.9,20h10m16.1998s,-56d38m28.967s,302.5674992,-56.6413798,G,15754.093428066,0.0525499992,UUN,21.6762569535762,1,0,13,2,1,0,0,0,0,0
898,WISEA J201003.34-564151.2,20h10m03.3417s,-56d41m51.286s,302.5139238,-56.6975796,G,18692.0597563,0.06235,SUN,21.7153966773302,10,0,28,7,5,2,0,1,1,0
899,WISEA J201109.88-563113.2,20h11m09.9744s,-56d31m13.476s,302.79156,-56.52041,IrS,17016.21991608,0.05676,SLS,21.7187779800027,2,0,12,3,2,0,0,0,0,0
900,WISEA J201125.77-570947.1,20h11m25.7757s,-57d09m47.151s,302.8573988,-57.1630976,IrS,95933.58656,0.32,PUN,21.7361309431344,1,0,12,2,1,0,0,0,0,0
902,WISEA J201157.76-571112.4,20h11m57.7686s,-57d11m12.493s,302.9907025,-57.1868038,IrS,86939.81282,0.29,PUN,21.7527521390362,1,0,12,2,1,0,0,0,0,0
903,2MASS J20134563-5709069,20h13m45.6960s,-57d09m06.588s,303.4404,-57.15183,G,17100.16180432,0.05704,SLS,21.7543107970099,4,0,6,4,3,0,0,0,0,0
905,WISEA J201105.26-563134.0,20h11m05.2600s,-56d31m34.040s,302.7719167,-56.5261224,G,38820.12538642,0.12949,SLS,21.7653321825119,2,0,26,3,1,2,0,0,1,0
906,LEDA 395502,20h14m59.9092s,-56d57m32.536s,303.74962193403,-56.9590379039,G,15605.096816274,0.052053,SUN,21.779154392265,2,0,1,1,1,0,0,0,0,0
908,WISEA J201050.43-563259.5,20h10m50.4326s,-56d32m59.534s,302.7101361,-56.5498706,G,15897.0947603037,0.0530270003,SUN,21.798370968439,18,0,24,8,6,2,3,2,2,0
909,WISEA J201009.90-570016.1,20h10m09.8736s,-57d00m16.164s,302.54114,-57.00449,IrS,82487.8948187,0.27515,SLS,21.8041295092872,1,0,12,2,1,0,0,0,0,0
910,WISEA J201404.07-570737.9,20h14m04.0717s,-57d07m37.924s,303.5169656,-57.1272012,G,14944.6540313,0.04985,SLS,21.8251250470366,2,0,12,2,1,0,0,0,0,0
911,WISEA J201014.69-563830.1,20h10m14.6952s,-56d38m30.188s,302.5612303,-56.6417191,G,15751.09574332,0.05254,SLS,21.841078425975,16,0,18,8,6,0,0,0,0,0
912,WISEA J200952.75-565326.8,20h09m52.7784s,-56d53m26.952s,302.46991,-56.89082,IrS,49156.96933826,0.16397,SLS,21.8427304941485,1,0,12,2,1,0,0,0,0,0
913,WISEA J201337.84-563006.3,20h13m37.8423s,-56d30m06.393s,303.4076766,-56.5017759,G,36089.01609404,0.12038,SLS,21.8637701280521,2,0,18,3,1,0,0,0,0,0
914,WISEA J201406.30-570728.2,20h14m06.3096s,-57d07m28.280s,303.5262901,-57.1245224,G,17510.87747178,0.05841,SLS,21.8756763830893,11,0,28,6,5,2,0,0,2,0
916,WISEA J200950.61-565043.0,20h09m50.6184s,-56d50m42.684s,302.46091,-56.84519,G,18970.86674224,0.06328,SLS,21.8781554875682,4,0,12,4,3,0,0,0,0,0
917,WISEA J201303.40-571120.7,20h13m03.4079s,-57d11m20.709s,303.2641996,-57.189086,G,16542.54783244,0.05518,SLS,21.8916743817442,10,0,28,7,5,2,0,0,1,0
918,WISEA J201056.79-570743.2,20h10m56.7947s,-57d07m43.230s,302.7366447,-57.128675,IrS,92935.66198,0.31,PUN,21.9074099167042,1,0,18,3,1,0,0,0,0,0
919,WISEA J201232.96-562759.0,20h12m32.9644s,-56d27m59.073s,303.1373518,-56.4664092,G,17208.0870892,0.0574,SLS,21.93472994678,2,0,17,3,1,0,0,0,0,0
920,[OCN2009] J201013.06-563840.4,20h10m13.0601s,-56d38m40.401s,302.55441708333,-56.64455583333,G,33759.62869538,0.11261,SLS,21.944257186769,1,0,0,1,1,0,0,0,0,0
921,WISEA J201449.86-570053.2,20h14m49.8668s,-57d00m53.208s,303.7077787,-57.01478,G,69377.97063036,0.23142,SLS,21.9526341490947,2,0,29,5,2,2,0,0,1,0
924,WISEA J201456.34-564047.6,20h14m56.3304s,-56d40m47.028s,303.73471,-56.67973,IrS,67765.08720632,0.22604,SLS,21.9740507038621,1,0,12,2,1,0,0,0,0,0
927,[FBC2017] J201307.6-571121.3,20h13m07.6000s,-57d11m21.300s,303.281666666667,-57.18925,G,77946.03908,0.26,PUN,22.0250958106972,1,0,0,1,1,0,0,0,0,0
928,WISEA J201008.24-563940.6,20h10m08.2423s,-56d39m40.622s,302.5343431,-56.6612841,G,16561.134964836,0.055242,SUN,22.0261918950881,11,0,29,7,5,2,0,1,2,0
929,WISEA J201044.86-563318.8,20h10m44.8464s,-56d33m18.828s,302.68686,-56.55523,G,15196.47969602,0.05069,SLS,22.0458181410623,7,0,12,6,3,0,0,0,0,0
930,WINGS J201050.43-563239.8,20h10m50.4576s,-56d32m39.948s,302.71024,-56.54443,G,60369.20726746,0.20137,SLS,22.0512611365166,4,0,0,3,1,0,0,0,0,0
933,WISEA J201428.83-563452.3,20h14m28.7616s,-56d34m52.212s,303.61984,-56.58117,G,72966.48635262,0.24339,SLS,22.1309798634328,3,0,12,3,2,0,0,0,0,0
934,[FBC2017] J201312.6-571118.5,20h13m12.6000s,-57d11m18.500s,303.3025,-57.1884722222222,G,56960.56702,0.19,PUN,22.1459715276955,1,0,0,1,1,0,0,0,0,0
935,[FBC2017] J201203.9-571146.8,20h12m03.9000s,-57d11m46.800s,303.01625,-57.1963333333333,G,101929.43572,0.34,PUN,22.1610651578424,1,0,0,1,1,0,0,0,0,0
936,WISEA J201238.61-571204.0,20h12m38.6113s,-57d12m04.041s,303.1608804,-57.2011227,G,17540.85671758,0.05851,SLS,22.1781864876488,14,0,29,7,9,2,0,1,2,1
937,WISEA J201306.20-571135.3,20h13m06.2097s,-57d11m35.386s,303.275874,-57.1931628,IrS,107925.28488,0.36,PUN,22.21143913913,1,0,12,2,1,0,0,0,0,0
938,WISEA J201040.59-563335.0,20h10m40.5927s,-56d33m35.020s,302.6691363,-56.5597279,G,16977.24689654,0.05663,SLS,22.2347051892911,5,0,12,4,1,0,0,0,0,0
939,WISEA J201002.68-565917.0,20h10m02.6887s,-56d59m17.069s,302.5112031,-56.9880748,G,29223.76880584,0.09748,SLS,22.2433273459638,2,0,18,3,1,0,0,0,0,0
940,WISEA J201058.97-563133.4,20h10m58.9728s,-56d31m33.404s,302.74572,-56.5259457,G,60866.86274774,0.20303,SLS,22.2503872150694,2,0,18,3,1,0,0,0,0,0
941,WISEA J201408.03-570746.2,20h14m08.0358s,-57d07m46.274s,303.5334826,-57.1295206,G,76171.26772864,0.25408,SLS,22.256124134887,2,0,18,3,1,0,0,0,0,0
942,WISEA J201136.28-562856.2,20h11m36.2851s,-56d28m56.213s,302.9011881,-56.4822816,G,16786.87868571,0.055995,UUN,22.2631650439134,13,0,29,7,6,2,0,1,2,0
943,WISEA J201343.15-570954.2,20h13m43.1545s,-57d09m54.242s,303.4298107,-57.1650673,G,17274.04142996,0.05762,SLS,22.3016719854606,4,0,18,5,3,0,0,0,0,0
945,WISEA J201152.16-571136.0,20h11m52.1611s,-57d11m36.089s,302.9673379,-57.1933581,G,71950.18992,0.24,PUN,22.3038734044949,1,0,12,3,1,0,0,0,0,0
947,[FBC2017] J201214.5-571207.0,20h12m14.5000s,-57d12m07.000s,303.060416666667,-57.2019444444444,G,86939.81282,0.29,PUN,22.3065382903727,1,0,0,1,1,0,0,0,0,0
948,WISEA J201002.00-564047.5,20h10m01.9776s,-56d40m47.424s,302.50824,-56.67984,IrS,103842.11160204,0.34638,SLS,22.3074140470325,1,0,12,2,1,0,0,0,0,0
949,WISEA J201218.66-562739.0,20h12m18.6667s,-56d27m39.064s,303.0777781,-56.4608513,G,18065.49351908,0.06026,SLS,22.324915435007,2,0,12,2,1,0,0,0,0,0
951,WISEA J201252.93-571206.4,20h12m52.9360s,-57d12m06.400s,303.2205668,-57.201778,IrS,86939.81282,0.29,PUN,22.3991136201184,1,0,12,2,1,0,0,0,0,0
952,WISEA J201106.67-570912.9,20h11m06.6741s,-57d09m12.914s,302.777809,-57.1535874,IrS,104927.3603,0.35,PUN,22.4222071663115,1,0,12,2,1,0,0,0,0,0
954,[FBC2017] J201306.0-571152.7,20h13m06.0000s,-57d11m52.700s,303.275,-57.1979722222222,G,98931.51114,0.33,PUN,22.4868793931046,1,0,0,1,1,0,0,0,0,0
955,WISEA J201127.17-571041.1,20h11m27.1700s,-57d10m41.145s,302.8632086,-57.1780959,IrS,89937.7374,0.3,PUN,22.4875284006687,1,0,12,2,1,0,0,0,0,0
958,WISEA J201428.07-563411.7,20h14m28.0800s,-56d34m11.712s,303.617,-56.56992,G,35858.17590138,0.11961,SLS,22.5299557533973,3,0,12,3,2,0,0,0,0,0
959,[FBC2017] J201231.9-571227.2,20h12m31.9000s,-57d12m27.200s,303.132916666667,-57.2075555555556,G,95933.58656,0.32,PUN,22.5374719567407,1,0,0,1,1,0,0,0,0,0
960,WISEA J201241.37-571225.2,20h12m41.3808s,-57d12m25.344s,303.17242,-57.20704,G,17582.8276617,0.05865,SLS,22.5543918645355,4,0,12,4,3,0,0,0,0,0
961,WISEA J201333.13-562902.3,20h13m33.1500s,-56d29m02.299s,303.388125,-56.48397194444,G,17178.1078434,0.0573,SLS,22.5834642407542,2,0,12,2,1,0,0,0,0,0
963,[FBC2017] J201129.4-571055.7,20h11m29.4000s,-57d10m55.700s,302.8725,-57.1821388888889,G,89937.7374,0.3,PUN,22.5980947045888,1,0,0,1,1,0,0,0,0,0
964,[FBC2017] J201056.7-570835.8,20h10m56.7000s,-57d08m35.800s,302.73625,-57.1432777777778,G,86939.81282,0.29,PUN,22.631081172628,1,0,0,1,1,0,0,0,0,0
965,WISEA J201045.08-563229.5,20h10m45.0855s,-56d32m29.594s,302.6878565,-56.541554,G,38729.887856562,0.129189,UUN,22.6508980534449,7,0,27,4,3,2,0,0,1,0
967,WISEA J201056.19-570835.8,20h10m56.1993s,-57d08m35.821s,302.7341641,-57.1432836,IrS,86939.81282,0.29,PUN,22.6699309778402,1,0,12,2,1,0,0,0,0,0
968,[FBC2017] J201252.2-571224.3,20h12m52.2000s,-57d12m24.300s,303.2175,-57.20675,G,83941.88824,0.28,PUN,22.6813989978595,1,0,0,1,1,0,0,0,0,0
969,WISEA J201443.27-570335.0,20h14m43.3080s,-57d03m34.596s,303.68045,-57.05961,IrS,15652.16423218,0.05221,SLS,22.6834884945405,2,0,12,3,2,0,0,0,0,0
971,WISEA J201422.46-570645.3,20h14m22.4568s,-57d06m45.468s,303.59357,-57.11263,G,17169.11406966,0.05727,SLS,22.7232302830422,3,0,12,4,2,0,0,0,0,0
972,WISEA J201251.68-571227.5,20h12m51.6830s,-57d12m27.514s,303.215346,-57.2076429,IrS,101929.43572,0.34,PUN,22.7254824135104,1,0,12,2,1,0,0,0,0,0
973,WISEA J201221.23-571238.7,20h12m21.2318s,-57d12m38.738s,303.0884662,-57.2107607,IrS,95933.58656,0.32,PUN,22.7639396307206,1,0,12,2,1,0,0,0,0,0
976,WISEA J201321.61-562813.1,20h13m21.6123s,-56d28m13.146s,303.3400513,-56.4703185,G,38226.53631958,0.12751,SLS,22.8062954579549,2,0,12,2,1,0,0,0,0,0
977,WISEA J200946.88-564538.3,20h09m46.8528s,-56d45m38.016s,302.44522,-56.76056,IrS,79648.86024144,0.26568,SLS,22.809665385121,1,0,12,2,1,0,0,0,0,0
978,WISEA J201330.90-571111.6,20h13m30.9048s,-57d11m11.680s,303.3787701,-57.186578,IrS,92935.66198,0.31,PUN,22.8114914835518,1,0,12,2,1,0,0,0,0,0
979,WINGS J201044.84-563218.7,20h10m44.8464s,-56d32m18.744s,302.68686,-56.53854,G,32686.37169574,0.10903,SLS,22.8115319189017,1,0,0,1,1,0,0,0,0,0
981,[FBC2017] J201320.7-571141.8,20h13m20.7000s,-57d11m41.800s,303.33625,-57.1949444444444,G,95933.58656,0.32,PUN,22.8265977983849,1,0,0,1,1,0,0,0,0,0
982,WINGS J201024.65-570500.4,20h10m24.6816s,-57d05m00.060s,302.60284,-57.08335,G,18167.4229548,0.0606,SLS,22.8404282984426,4,0,0,3,1,0,0,0,0,0
984,[FBC2017] J201133.6-571126.2,20h11m33.6000s,-57d11m26.200s,302.89,-57.1906111111111,G,104927.3603,0.35,PUN,22.8712914331172,1,0,0,1,1,0,0,0,0,0
987,[OCN2009] J200943.15-565025.0,20h09m43.1501s,-56d50m25.000s,302.42979208333,-56.84027777778,G,26.98132122,9e-05,SLS,22.8919559434564,2,0,0,1,1,0,0,0,0,0
989,2MASS J20133413-5628453,20h13m34.0584s,-56d28m44.796s,303.39191,-56.47911,G,42636.48337676,0.14222,SLS,22.9009497237164,3,0,6,3,2,0,0,0,0,0
990,WISEA J201246.05-571244.7,20h12m46.0515s,-57d12m44.716s,303.1918814,-57.2124213,IrS,92935.66198,0.31,PUN,22.9264867400564,1,0,12,2,1,0,0,0,0,0
991,WISEA J201405.71-570849.5,20h14m05.7156s,-57d08m49.569s,303.523815,-57.1471025,G,15799.0625366,0.0527,SLS,22.9289865999438,2,0,27,3,1,2,0,0,1,0
992,WISEA J201046.66-563157.1,20h10m46.6642s,-56d31m57.170s,302.6944342,-56.5325474,G,14282.11269912,0.04764,SLS,22.9348490783513,16,0,28,7,7,2,0,1,2,0
993,WISEA J201454.71-563816.3,20h14m54.7135s,-56d38m16.380s,303.7279729,-56.6378835,G,17816.66577894,0.05943,SLS,22.9488539222729,4,0,18,5,3,0,0,0,0,0
994,WISEA J201000.37-563944.1,20h10m00.3771s,-56d39m44.178s,302.5015713,-56.6622717,G,16311.70763978,0.05441,SLS,22.959685201803,1,0,18,3,1,0,0,0,0,0
995,WISEA J200942.57-565031.4,20h09m42.5616s,-56d50m31.668s,302.42734,-56.84213,G,37072.33535628,0.12366,SLS,22.9745379291303,3,0,12,3,2,0,0,0,0,0
996,WISEA J201026.56-570529.7,20h10m26.5667s,-57d05m29.746s,302.6106949,-57.0915961,G,16125.83631582,0.05379,SLS,22.9792177825466,6,0,12,4,4,0,0,0,1,0
997,WISEA J201511.45-565637.6,20h15m11.4511s,-56d56m37.672s,303.7977129,-56.9437978,G,82763.70388006,0.27607,SLS,22.9826504433171,2,0,14,3,1,0,0,0,0,0
998,[FBC2017] J201240.1-571252.0,20h12m40.1000s,-57d12m52.000s,303.167083333333,-57.2144444444444,G,86939.81282,0.29,PUN,22.9871467809841,1,0,0,1,1,0,0,0,0,0
1001,WISEA J201518.97-565000.4,20h15m18.9731s,-56d50m00.416s,303.8290546,-56.8334491,G,17837.651251,0.0595,SLS,23.0423790568751,3,0,17,5,2,0,0,0,0,0
1002,[FBC2017] J201211.6-571250.7,20h12m11.6000s,-57d12m50.700s,303.048333333333,-57.2140833333333,G,107925.28488,0.36,PUN,23.0721166419264,1,0,0,1,1,0,0,0,0,0
1003,WISEA J200951.09-564221.8,20h09m51.0906s,-56d42m21.834s,302.4628776,-56.7060652,G,18215.089955622,0.060759,SUN,23.1086987666847,10,0,28,7,5,2,0,1,2,0
1004,WISEA J201154.40-571230.0,20h11m54.4046s,-57d12m30.049s,302.9766861,-57.2083471,IrS,92935.66198,0.31,PUN,23.1121608462621,1,0,12,2,1,0,0,0,0,0
1005,WISEA J201234.83-571302.4,20h12m34.8344s,-57d13m02.406s,303.1451435,-57.2173351,IrS,92935.66198,0.31,PUN,23.1309594007061,1,0,12,2,1,0,0,0,0,0
1006,WISEA J201113.27-571031.6,20h11m13.2766s,-57d10m31.671s,302.8053195,-57.1754642,IrS,80943.96366,0.27,PUN,23.13774305292,1,0,18,3,1,0,0,0,0,0
1007,WINGS J201519.81-564955.3,20h15m19.8120s,-56d49m55.308s,303.83255,-56.83203,G,38712.20010154,0.12913,SLS,23.1573770280387,1,0,0,1,1,0,0,0,0,0
1008,WISEA J201003.70-563827.6,20h10m03.7038s,-56d38m27.678s,302.5154327,-56.6410219,G,17100.16180432,0.05704,SLS,23.1602901814716,4,0,18,5,3,0,0,0,0,0
1009,WISEA J200958.14-563953.6,20h09m58.1478s,-56d39m53.605s,302.4922827,-56.6648904,G,16950.26557532,0.05654,SLS,23.1649197906673,5,0,27,6,4,2,0,0,1,0
1010,[FBC2017] J201224.1-571304.2,20h12m24.1000s,-57d13m04.200s,303.100416666667,-57.2178333333333,G,104927.3603,0.35,PUN,23.1697039801588,1,0,0,1,1,0,0,0,0,0
1012,WISEA J201446.42-570349.5,20h14m46.4286s,-57d03m49.520s,303.6934525,-57.0637557,G,71341.61123026,0.23797,SLS,23.1722323168634,2,0,18,3,1,0,0,0,0,0
1013,WINGS J201456.99-570142.0,20h14m56.9976s,-57d01m42.060s,303.73749,-57.02835,G,11524.02208552,0.03844,SLS,23.2001155849319,4,0,0,3,3,0,0,0,0,0
1014,WISEA J201326.53-571149.9,20h13m26.5317s,-57d11m49.903s,303.3605489,-57.1971953,IrS,59958.4916,0.2,PUN,23.2040506148861,1,0,12,2,1,0,0,0,0,0
1017,2MASX J20140769-5709000,20h14m07.6608s,-57d08m59.892s,303.53192,-57.14997,G,24657.9296705,0.08225,SLS,23.2207368601134,4,0,8,3,3,2,0,0,1,0
1018,[FBC2017] J201335.0-571125.4,20h13m35.0000s,-57d11m25.400s,303.395833333333,-57.1903888888889,G,110923.20946,0.37,PUN,23.229661018454,1,0,0,1,1,0,0,0,0,0
1020,[FBC2017] J201314.3-571222.7,20h13m14.3000s,-57d12m22.700s,303.309583333333,-57.2063055555556,G,110923.20946,0.37,PUN,23.2390994676977,1,0,0,1,1,0,0,0,0,0
1021,WISEA J201520.44-564915.7,20h15m20.4407s,-56d49m15.712s,303.8351697,-56.8210311,G,69324.00798792,0.23124,SLS,23.2560022084271,2,0,18,3,1,0,0,0,0,0
1022,[OCN2009] J201045.16-563139.6,20h10m45.1601s,-56d31m39.601s,302.68816708333,-56.52766694444,G,38454.37858766,0.12827,SLS,23.2932029559559,2,0,0,1,1,0,0,0,0,0
1023,WISEA J201325.39-571159.7,20h13m25.3939s,-57d11m59.749s,303.355808,-57.1999305,IrS,86939.81282,0.29,PUN,23.308920880063,1,0,12,2,1,0,0,0,0,0
1024,WISEA J201421.13-563213.2,20h14m21.1368s,-56d32m13.164s,303.58807,-56.53699,G,67756.09343258,0.22601,SLS,23.3233589370733,3,0,12,3,2,0,0,0,0,0
1025,WISEA J201043.96-563144.4,20h10m43.9625s,-56d31m44.481s,302.6831771,-56.5290227,G,18781.9974937,0.06265,SLS,23.3321104932536,2,0,18,3,1,0,0,0,0,0
1026,WISEA J201003.87-563800.4,20h10m03.8761s,-56d38m00.458s,302.5161504,-56.6334606,G,15841.03348072,0.05284,SLS,23.3694191184454,2,0,18,3,1,0,0,0,0,0
1028,WISEA J201328.21-571157.2,20h13m28.2161s,-57d11m57.237s,303.3675674,-57.1992325,IrS,92935.66198,0.31,PUN,23.3954323236234,1,0,12,2,1,0,0,0,0,0
1029,WISEA J201313.67-571233.8,20h13m13.6762s,-57d12m33.891s,303.3069843,-57.2094143,G,86939.81282,0.29,PUN,23.3979098165607,2,0,12,3,1,0,0,0,0,0
1030,WISEA J201003.16-570154.5,20h10m03.1704s,-57d01m54.480s,302.51321,-57.0318,G,44561.15095712,0.14864,SLS,23.4025346856497,3,0,12,3,2,0,0,0,0,0
1031,WISEA J201333.39-562810.0,20h13m33.2808s,-56d28m09.588s,303.38867,-56.46933,IrS,38367.43877484,0.12798,SLS,23.405279762127,1,0,12,2,1,0,0,0,0,0
1032,WISEA J201440.99-563451.1,20h14m41.0736s,-56d34m51.096s,303.67114,-56.58086,G,16905.29670662,0.05639,SLS,23.4102167832001,4,0,12,4,3,0,0,0,0,0
1033,WISEA J201048.26-563110.4,20h10m48.2616s,-56d31m10.456s,302.70109,-56.5195712,G,18437.236167,0.0615,SLS,23.4189271368084,2,0,12,2,1,0,0,0,0,0
